"site","bagNo","round","age","block","germStart","germCount","viabStart","viabStain"
"LO",40,2,1,6,15,15,0,NA
"LO",40,2,1,14,15,9,6,4
"LO",43,2,1,1,15,8,7,4
"LO",43,2,1,10,12,6,6,4
"LO",45,2,1,2,6,5,1,1
"LO",51,2,1,9,15,4,10,10
"LO",51,2,1,15,15,13,2,1
"LO",53,2,1,7,15,14,1,0
"LO",54,2,1,5,15,12,3,3
"LO",56,2,1,3,15,9,6,4
"LO",56,2,1,11,14,6,8,5
"LO",57,2,1,8,15,10,5,4
"LO",59,2,1,4,15,11,3,0
"LO",59,2,1,12,15,9,6,5
"MC",41,2,1,7,15,14,1,1
"MC",41,2,1,11,15,12,3,2
"MC",42,2,1,9,15,14,1,0
"MC",46,2,1,5,15,9,6,4
"MC",46,2,1,12,15,12,3,1
"MC",48,2,1,6,15,15,0,NA
"MC",48,2,1,14,15,14,1,0
"MC",51,2,1,2,15,6,9,8
"MC",54,2,1,3,15,7,8,8
"MC",56,2,1,4,15,14,1,1
"MC",56,2,1,15,14,13,1,1
"MC",57,2,1,8,15,14,1,1
"MC",58,2,1,1,15,11,4,2
"MC",58,2,1,10,15,15,0,NA
"OKRE",43,2,1,9,15,11,3,2
"OKRE",42,2,1,10,15,11,4,1
"OKRE",44,2,1,5,15,14,1,1
"OKRE",44,2,1,15,15,14,1,0
"OKRE",46,2,1,8,15,8,7,3
"OKRE",49,2,1,11,15,9,6,6
"OKRE",50,2,1,7,15,10,5,2
"OKRE",51,2,1,3,15,2,10,9
"OKRE",53,2,1,6,15,15,0,NA
"OKRE",53,2,1,12,15,11,4,3
"OKRE",55,2,1,2,15,13,2,0
"OKRE",57,2,1,4,15,12,4,3
"OKRE",57,2,1,14,15,11,4,1
"OKRE",58,2,1,1,15,10,5,5
"OKRW",42,2,1,8,15,10,5,4
"OKRW",43,2,1,6,15,13,2,2
"OKRW",47,2,1,1,15,10,4,4
"OKRW",48,2,1,2,15,6,8,4
"OKRW",48,2,1,11,3,2,1,1
"OKRW",50,2,1,9,15,0,10,6
"OKRW",51,2,1,10,15,13,2,2
"OKRW",53,2,1,7,15,11,4,4
"OKRW",55,2,1,5,15,7,8,8
"OKRW",55,2,1,15,15,11,4,4
"OKRW",57,2,1,4,15,11,3,2
"OKRW",57,2,1,12,15,15,0,NA
"OKRW",58,2,1,3,15,10,5,4
"OKRW",58,2,1,14,15,14,1,0
"OSR",40,2,1,1,15,12,3,0
"OSR",40,2,1,14,15,7,6,1
"OSR",43,2,1,8,15,11,4,1
"OSR",47,2,1,10,15,7,7,4
"OSR",48,2,1,3,15,4,10,9
"OSR",51,2,1,7,15,14,1,0
"OSR",53,2,1,2,15,11,4,4
"OSR",53,2,1,12,15,12,3,2
"OSR",54,2,1,9,15,13,2,0
"OSR",55,2,1,5,15,15,0,NA
"OSR",55,2,1,15,15,11,4,1
"OSR",57,2,1,4,15,10,4,3
"OSR",59,2,1,6,15,15,0,NA
"S22",40,2,1,9,15,1,10,9
"S22",44,2,1,2,15,1,10,9
"S22",44,2,1,15,15,10,5,4
"S22",46,2,1,3,15,1,10,7
"S22",49,2,1,7,15,2,10,10
"S22",50,2,1,6,15,0,10,9
"S22",53,2,1,1,15,2,10,9
"S22",53,2,1,12,15,1,10,10
"S22",54,2,1,8,15,1,10,10
"S22",54,2,1,11,4,0,4,3
"S22",55,2,1,4,15,2,9,8
"S22",56,2,1,5,15,2,10,10
"S22",58,2,1,10,15,0,10,10
"S22",58,2,1,14,15,2,9,5
"SM",41,2,1,2,15,0,10,8
"SM",42,2,1,6,15,5,10,8
"SM",44,2,1,7,15,0,10,8
"SM",44,2,1,14,15,1,10,7
"SM",49,2,1,8,15,0,10,1
"SM",49,2,1,11,15,1,10,1
"SM",50,2,1,5,15,3,10,9
"SM",51,2,1,9,15,4,10,8
"SM",53,2,1,1,15,4,10,7
"SM",55,2,1,3,15,3,10,8
"SM",55,2,1,12,15,0,10,9
"SM",56,2,1,10,15,0,10,10
"SM",58,2,1,4,15,1,10,0
"SM",58,2,1,15,13,0,10,0
"URS",40,2,1,6,15,14,1,1
"URS",42,2,1,8,15,7,8,8
"URS",46,2,1,7,15,1,10,1
"URS",46,2,1,15,15,0,10,1
"URS",49,2,1,5,15,9,6,5
"URS",49,2,1,11,8,6,2,1
"URS",51,2,1,4,15,9,5,3
"URS",51,2,1,12,7,5,2,1
"URS",52,2,1,1,15,9,6,5
"URS",52,2,1,10,15,13,2,0
"URS",53,2,1,3,15,12,3,3
"URS",55,2,1,2,15,9,6,1
"URS",55,2,1,14,15,8,7,2
"URS",58,2,1,9,15,13,2,0
"BG",40,2,2,1,5,3,2,0
"BG",43,2,2,4,3,2,1,1
"BG",44,2,2,6,15,14,1,1
"BG",44,2,2,12,15,15,0,NA
"BG",46,2,2,10,15,8,7,6
"BG",46,2,2,16,9,4,5,4
"BG",47,2,2,2,15,9,6,1
"BG",48,2,2,3,2,0,2,0
"BG",53,2,2,9,15,4,10,1
"BG",53,2,2,15,15,6,9,0
"BG",54,2,2,5,15,9,6,1
"BG",54,2,2,11,15,11,4,1
"BG",55,2,2,7,15,11,4,3
"BG",55,2,2,13,15,15,0,NA
"BG",56,2,2,8,15,8,7,1
"BG",56,2,2,14,15,12,3,2
"BR",41,2,2,4,15,3,10,2
"BR",41,2,2,13,8,2,6,0
"BR",42,2,2,5,15,12,3,3
"BR",42,2,2,14,15,15,0,NA
"BR",43,2,2,7,15,11,4,0
"BR",43,2,2,16,15,13,2,1
"BR",45,2,2,6,15,14,1,1
"BR",45,2,2,15,15,15,0,NA
"BR",46,2,2,1,15,0,9,0
"BR",46,2,2,11,15,0,10,0
"BR",48,2,2,8,15,1,10,2
"BR",51,2,2,9,15,0,10,1
"BR",51,2,2,17,15,3,10,4
"BR",54,2,2,2,6,1,5,0
"BR",55,2,2,10,15,13,2,1
"BR",58,2,2,3,15,14,1,0
"BR",58,2,2,12,15,12,3,2
"CF",41,2,2,1,15,14,1,0
"CF",41,2,2,11,15,14,1,1
"CF",43,2,2,6,14,14,0,NA
"CF",43,2,2,15,15,15,0,NA
"CF",44,2,2,8,15,9,6,6
"CF",44,2,2,16,15,14,1,0
"CF",46,2,2,7,3,3,0,NA
"CF",47,2,2,4,15,14,1,1
"CF",47,2,2,14,15,15,0,NA
"CF",49,2,2,10,15,13,2,1
"CF",52,2,2,5,5,5,0,NA
"CF",53,2,2,3,15,15,0,NA
"CF",53,2,2,13,15,15,0,NA
"CF",56,2,2,9,15,12,3,3
"CF",56,2,2,17,15,15,0,NA
"CF",58,2,2,2,15,14,1,0
"CF",58,2,2,12,15,14,1,0
"CP3",40,2,2,4,15,8,7,6
"CP3",40,2,2,10,3,1,2,1
"CP3",42,2,2,1,9,1,8,4
"CP3",43,2,2,3,15,2,10,0
"CP3",43,2,2,9,15,4,10,0
"CP3",43,2,2,13,15,7,8,0
"CP3",46,2,2,5,15,9,6,3
"CP3",46,2,2,11,15,8,7,2
"CP3",46,2,2,14,14,10,4,1
"CP3",48,2,2,6,15,4,10,6
"CP3",58,2,2,2,15,10,5,2
"CP3",58,2,2,8,6,5,1,0
"DEM",42,2,2,7,15,14,1,0
"DEM",42,2,2,13,15,14,1,1
"DEM",43,2,2,6,15,12,3,1
"DEM",43,2,2,12,15,15,0,NA
"DEM",46,2,2,3,15,14,1,0
"DEM",46,2,2,9,15,15,0,NA
"DEM",46,2,2,15,15,15,0,NA
"DEM",50,2,2,1,2,1,0,NA
"DEM",51,2,2,5,15,15,0,NA
"DEM",51,2,2,11,15,14,1,1
"DEM",51,2,2,16,15,15,0,NA
"DEM",53,2,2,2,15,13,2,1
"DEM",53,2,2,8,15,15,0,NA
"DEM",53,2,2,14,15,13,2,1
"DEM",56,2,2,4,15,14,1,0
"DEM",56,2,2,10,13,12,1,0
"DLW",41,2,2,8,15,9,6,3
"DLW",41,2,2,17,15,8,7,1
"DLW",43,2,2,5,15,4,10,9
"DLW",43,2,2,14,1,0,1,1
"DLW",45,2,2,2,15,14,1,0
"DLW",45,2,2,11,15,14,1,1
"DLW",47,2,2,9,15,10,4,2
"DLW",48,2,2,7,15,13,2,2
"DLW",48,2,2,16,15,12,3,0
"DLW",51,2,2,1,15,11,4,2
"DLW",51,2,2,10,15,2,10,7
"DLW",53,2,2,3,15,15,0,NA
"DLW",53,2,2,12,15,12,3,2
"DLW",57,2,2,4,15,13,1,0
"DLW",57,2,2,13,15,13,2,1
"DLW",58,2,2,6,15,11,4,3
"DLW",58,2,2,15,15,13,2,1
"EC",41,2,2,4,15,3,10,2
"EC",41,2,2,13,15,2,10,0
"EC",43,2,2,10,15,8,7,5
"EC",43,2,2,17,15,13,2,0
"EC",44,2,2,8,15,0,10,0
"EC",44,2,2,15,11,0,10,0
"EC",46,2,2,7,15,8,6,1
"EC",46,2,2,14,8,5,3,2
"EC",48,2,2,6,2,0,2,2
"EC",49,2,2,2,15,4,10,8
"EC",52,2,2,5,9,2,7,3
"EC",53,2,2,1,15,5,10,6
"EC",53,2,2,11,15,9,6,2
"EC",55,2,2,3,15,12,3,2
"EC",55,2,2,12,15,12,3,2
"EC",57,2,2,9,15,5,10,6
"EC",57,2,2,16,15,8,7,4
"FR",41,2,2,6,15,13,2,2
"FR",41,2,2,15,15,11,4,2
"FR",42,2,2,10,15,9,6,6
"FR",45,2,2,8,15,10,5,1
"FR",45,2,2,17,15,13,2,0
"FR",47,2,2,3,15,12,3,0
"FR",47,2,2,11,11,10,1,0
"FR",48,2,2,2,3,2,1,0
"FR",49,2,2,1,15,13,2,1
"FR",49,2,2,12,8,5,3,2
"FR",51,2,2,9,15,13,2,0
"FR",53,2,2,4,15,14,1,1
"FR",53,2,2,13,15,15,0,NA
"FR",56,2,2,7,15,14,1,1
"FR",56,2,2,16,15,14,1,1
"FR",57,2,2,5,15,13,2,2
"FR",57,2,2,14,15,13,2,1
"GCN",43,2,2,6,15,6,9,7
"GCN",43,2,2,13,15,9,6,3
"GCN",44,2,2,1,5,0,4,1
"GCN",45,2,2,4,15,7,8,5
"GCN",45,2,2,11,15,12,3,1
"GCN",47,2,2,9,15,6,10,6
"GCN",47,2,2,16,15,11,4,1
"GCN",49,2,2,8,15,8,7,3
"GCN",49,2,2,15,15,5,10,2
"GCN",150,2,2,5,15,8,6,2
"GCN",51,2,2,2,13,7,6,4
"GCN",52,2,2,3,15,13,2,1
"GCN",52,2,2,10,12,5,5,0
"GCN",59,2,2,7,15,9,6,0
"GCN",59,2,2,14,15,13,2,0
"KYE",42,2,2,8,15,14,1,0
"KYE",42,2,2,14,15,14,1,0
"KYE",43,2,2,4,8,5,3,0
"KYE",45,2,2,2,15,12,3,3
"KYE",45,2,2,10,4,2,2,1
"KYE",46,2,2,7,14,14,0,NA
"KYE",46,2,2,13,15,11,4,2
"KYE",46,2,2,16,11,7,4,4
"KYE",49,2,2,1,2,0,2,1
"KYE",50,2,2,3,3,1,2,0
"KYE",53,2,2,9,15,11,4,1
"KYE",53,2,2,15,14,14,0,NA
"KYE",58,2,2,6,15,4,10,2
"KYE",58,2,2,12,13,4,9,1
"KYE",59,2,2,5,15,11,4,2
"KYE",59,2,2,11,12,7,5,2
"LCE",40,2,2,3,6,5,1,1
"LCE",42,2,2,2,9,6,3,1
"LCE",43,2,2,6,15,7,8,5
"LCE",43,2,2,7,15,10,5,3
"LCE",43,2,2,8,15,11,4,1
"LCE",43,2,2,9,15,10,5,2
"LCE",48,2,2,4,11,5,6,5
"LCE",53,2,2,1,3,3,0,NA
"LCE",57,2,2,5,4,4,0,NA
"LCW",42,2,2,1,9,4,5,2
"LCW",43,2,2,6,15,12,3,2
"LCW",43,2,2,12,15,13,2,0
"LCW",45,2,2,2,15,12,3,2
"LCW",45,2,2,8,15,3,10,9
"LCW",45,2,2,14,15,14,1,0
"LCW",49,2,2,5,15,12,3,2
"LCW",49,2,2,11,15,12,3,1
"LCW",52,2,2,7,15,13,2,1
"LCW",52,2,2,13,15,15,0,NA
"LCW",58,2,2,3,15,13,2,0
"LCW",58,2,2,9,15,11,4,2
"LCW",58,2,2,15,12,12,0,NA
"LCW",59,2,2,4,15,14,1,1
"LCW",59,2,2,10,15,12,3,2
"LCW",59,2,2,16,15,14,1,0
"LO",41,2,2,7,15,3,10,0
"LO",42,2,2,5,15,8,7,6
"LO",42,2,2,16,15,12,3,0
"LO",44,2,2,4,15,4,10,4
"LO",44,2,2,15,15,5,10,3
"LO",46,2,2,2,15,11,4,1
"LO",46,2,2,13,15,11,4,0
"LO",47,2,2,6,15,3,10,6
"LO",47,2,2,17,15,3,10,1
"LO",49,2,2,10,13,9,4,2
"LO",50,2,2,11,15,3,10,0
"LO",52,2,2,1,15,14,1,0
"LO",52,2,2,12,15,14,1,1
"LO",55,2,2,8,15,14,1,0
"LO",58,2,2,3,14,12,2,1
"LO",58,2,2,14,15,14,1,0
"MC",40,2,2,6,15,5,10,10
"MC",40,2,2,14,15,12,3,1
"MC",43,2,2,5,15,2,10,8
"MC",43,2,2,13,15,7,8,6
"MC",44,2,2,2,11,5,5,0
"MC",45,2,2,4,15,10,5,5
"MC",45,2,2,12,15,13,2,1
